episode,final_balance,cum_reward
954,1019.00,19.00
955,1003.00,3.00
956,1011.00,11.00
957,1022.00,22.00
958,1019.00,19.00
959,1014.00,14.00
960,1028.00,28.00
961,1030.00,30.00
962,1020.00,20.00
963,1027.00,27.00
964,1024.00,24.00
965,1003.00,3.00
966,1012.00,12.00
967,1012.00,12.00
968,1025.00,25.00
969,1023.00,23.00
970,1025.00,25.00
971,1009.00,9.00
972,996.00,-4.00
973,1011.00,11.00
974,1032.00,32.00
975,1037.00,37.00
976,1023.00,23.00
977,1019.00,19.00
978,1015.00,15.00
979,1029.00,29.00
980,1013.00,13.00
981,1004.00,4.00
982,1029.00,29.00
983,1009.00,9.00
984,1007.00,7.00
985,978.00,-22.00
986,1004.00,4.00
987,1020.00,20.00
988,1030.00,30.00
989,1030.00,30.00
990,1027.00,27.00
991,1020.00,20.00
992,1016.00,16.00
993,996.00,-4.00
994,1034.00,34.00
995,1039.00,39.00
996,993.00,-7.00
997,1011.00,11.00
998,1029.00,29.00
999,1015.00,15.00
1000,1028.00,28.00
1001,1031.00,31.00
1002,1010.00,10.00
1003,996.00,-4.00
1004,1025.00,25.00
1005,1007.00,7.00
1006,991.00,-9.00
1007,1010.00,10.00
1008,1025.00,25.00
1009,1018.00,18.00
1010,1018.00,18.00
1011,986.00,-14.00
1012,1016.00,16.00
1013,985.00,-15.00
1014,1022.00,22.00
1015,1021.00,21.00
1016,1038.00,38.00
1017,1022.00,22.00
1018,1028.00,28.00
1019,1016.00,16.00
1020,1032.00,32.00
1021,1021.00,21.00
1022,1027.00,27.00
1023,1027.00,27.00
1024,1035.00,35.00
1025,1001.00,1.00
1026,992.00,-8.00
1027,1032.00,32.00
1028,1014.00,14.00
1029,996.00,-4.00
1030,1019.00,19.00
1031,1018.00,18.00
1032,987.00,-13.00
1033,1028.00,28.00
1034,1004.00,4.00
1035,1028.00,28.00
1036,1013.00,13.00
1037,1001.00,1.00
1038,1011.00,11.00
1039,1010.00,10.00
1040,1017.00,17.00
1041,1003.00,3.00
1042,992.00,-8.00
1043,1020.00,20.00
1044,1011.00,11.00
1045,1055.00,55.00
1046,1026.00,26.00
1047,1026.00,26.00
1048,1005.00,5.00
1049,1001.00,1.00
1050,1020.00,20.00
1051,1017.00,17.00
1052,1019.00,19.00
1053,1007.00,7.00
1054,990.00,-10.00
1055,1026.00,26.00
1056,996.00,-4.00
1057,1002.00,2.00
1058,1008.00,8.00
1059,1007.00,7.00
1060,1006.00,6.00
1061,1019.00,19.00
1062,1016.00,16.00
1063,1023.00,23.00
1064,1035.00,35.00
1065,1022.00,22.00
1066,995.00,-5.00
1067,1048.00,48.00
1068,986.00,-14.00
1069,1004.00,4.00
1070,996.00,-4.00
1071,1019.00,19.00
1072,1022.00,22.00
1073,1021.00,21.00
1074,1000.00,0.00
1075,1008.00,8.00
1076,1032.00,32.00
1077,1021.00,21.00
1078,1040.00,40.00
1079,1014.00,14.00
1080,1026.00,26.00
1081,1031.00,31.00
1082,1012.00,12.00
1083,1024.00,24.00
1084,1034.00,34.00
1085,1023.00,23.00
1086,988.00,-12.00
1087,1024.00,24.00
1088,1031.00,31.00
1089,1006.00,6.00
1090,1012.00,12.00
1091,1021.00,21.00
1092,971.00,-29.00
1093,1025.00,25.00
1094,997.00,-3.00
1095,1027.00,27.00
1096,1033.00,33.00
1097,1013.00,13.00
1098,1029.00,29.00
1099,1030.00,30.00
1100,997.00,-3.00
1101,1021.00,21.00
1102,1026.00,26.00
1103,1030.00,30.00
1104,1008.00,8.00
1105,1024.00,24.00
1106,1032.00,32.00
1107,1020.00,20.00
1108,1011.00,11.00
1109,1013.00,13.00
1110,993.00,-7.00
1111,1005.00,5.00
1112,1017.00,17.00
1113,1012.00,12.00
1114,1008.00,8.00
1115,1010.00,10.00
1116,1033.00,33.00
1117,985.00,-15.00
1118,1017.00,17.00
1119,975.00,-25.00
1120,1009.00,9.00
1121,1003.00,3.00
1122,1024.00,24.00
1123,1022.00,22.00
1124,1022.00,22.00
1125,1011.00,11.00
1126,1010.00,10.00
1127,1001.00,1.00
1128,1020.00,20.00
1129,997.00,-3.00
1130,1012.00,12.00
1131,1014.00,14.00
1132,1025.00,25.00
1133,1027.00,27.00
1134,1037.00,37.00
1135,1013.00,13.00
1136,995.00,-5.00
1137,1016.00,16.00
1138,1003.00,3.00
1139,1025.00,25.00
1140,990.00,-10.00
1141,1006.00,6.00
1142,1021.00,21.00
1143,1028.00,28.00
1144,972.00,-28.00
1145,996.00,-4.00
1146,1018.00,18.00
1147,1029.00,29.00
1148,993.00,-7.00
1149,1020.00,20.00
1150,1032.00,32.00
1151,1030.00,30.00
1152,1005.00,5.00
1153,1036.00,36.00
1154,1018.00,18.00
1155,1020.00,20.00
1156,1024.00,24.00
1157,1017.00,17.00
1158,1013.00,13.00
1159,1001.00,1.00
1160,1029.00,29.00
1161,1034.00,34.00
1162,1027.00,27.00
1163,1023.00,23.00
1164,1007.00,7.00
1165,998.00,-2.00
1166,1008.00,8.00
1167,1022.00,22.00
1168,1014.00,14.00
1169,1022.00,22.00
1170,999.00,-1.00
1171,1024.00,24.00
1172,1018.00,18.00
1173,998.00,-2.00
1174,1006.00,6.00
1175,1010.00,10.00
1176,1015.00,15.00
1177,1008.00,8.00
1178,1014.00,14.00
1179,1038.00,38.00
1180,1004.00,4.00
1181,1007.00,7.00
1182,1022.00,22.00
1183,1044.00,44.00
1184,1017.00,17.00
1185,1027.00,27.00
1186,1024.00,24.00
1187,1019.00,19.00
1188,1025.00,25.00
1189,1017.00,17.00
1190,1013.00,13.00
1191,1024.00,24.00
1192,994.00,-6.00
1193,1024.00,24.00
1194,1014.00,14.00
1195,1028.00,28.00
1196,1011.00,11.00
1197,1030.00,30.00
1198,1005.00,5.00
1199,1021.00,21.00
1200,1017.00,17.00
1201,1004.00,4.00
1202,1035.00,35.00
